result_id,compound_id,experiment_type,result_value,unit,result_date,technician,pass_fail
LAB-01745,CMP-0109,Pharmacokinetic (PK) Study,6.11,hours (t1/2),2025-09-04,James Walker,Fail
LAB-01746,CMP-0123,Enzymatic Inhibition Assay,1.68,nM (IC50),2023-11-06,Deborah Roberson,Pass
LAB-01747,CMP-0069,Cell Viability Assay,57.5,% viability,2025-11-21,David Mccullough,Pass
LAB-01748,CMP-0050,Pharmacokinetic (PK) Study,4.22,hours (t1/2),2024-05-15,Christian Brooks,Pass
LAB-01749,CMP-0058,Cell Viability Assay,41.6,% viability,2025-12-23,Lindsay Rogers,Pass
LAB-01750,CMP-0145,Cell Viability Assay,93.4,% viability,2026-07-19,Dana Beltran MD,Fail
LAB-01751,CMP-0106,Binding Affinity (SPR),1.02,nM (Kd),2025-04-15,Rebecca Lane,Fail
LAB-01752,CMP-0086,Binding Affinity (SPR),2.74,nM (Kd),2023-03-25,Vanessa Thompson,Pass
LAB-01753,CMP-0003,Metabolic Stability (Microsomal),167.1,min (t1/2),2026-04-30,Jessica Garcia,Pass
LAB-01754,CMP-0016,Pharmacokinetic (PK) Study,6.41,hours (t1/2),2025-11-30,Lynn Mueller,Pass
LAB-01755,CMP-0017,Binding Affinity (SPR),0.29,nM (Kd),2026-01-30,Debbie Tran,Pass
LAB-01756,CMP-0058,Pharmacokinetic (PK) Study,17.3,hours (t1/2),2026-07-04,Brandon Kim,Pass
LAB-01757,CMP-0112,Cell Viability Assay,20.6,% viability,2025-03-24,Alyssa Zimmerman,Pass
LAB-01758,CMP-0071,Metabolic Stability (Microsomal),157.4,min (t1/2),2026-05-24,James Newton,Fail
LAB-01759,CMP-0098,Solubility Assay,4.46,mg/mL,2023-03-27,Mark Howard,Pass
LAB-01760,CMP-0113,Selectivity Panel,58.6,% selectivity,2023-09-02,Elizabeth Nichols,Pass
LAB-01761,CMP-0015,Enzymatic Inhibition Assay,2.13,nM (IC50),2023-09-11,Rachel Townsend,Fail
LAB-01762,CMP-0115,Metabolic Stability (Microsomal),108.4,min (t1/2),2025-05-07,Timothy Burton,Pass
LAB-01763,CMP-0149,Enzymatic Inhibition Assay,10.91,nM (IC50),2025-04-07,Ashley Stevens,Pass
LAB-01764,CMP-0116,Cell Viability Assay,21.3,% viability,2025-02-04,Douglas Kline,Fail
LAB-01765,CMP-0087,Pharmacokinetic (PK) Study,7.32,hours (t1/2),2023-01-31,Isaiah Massey MD,Pass
LAB-01766,CMP-0128,hERG Cardiotoxicity Screen,3.5,% inhibition at 10uM,2024-09-03,Benjamin Chung,Pass
LAB-01767,CMP-0090,Selectivity Panel,28.9,% selectivity,2023-01-07,Jaime Edwards,Pass
LAB-01768,CMP-0137,Binding Affinity (SPR),1.1,nM (Kd),2026-05-06,Catherine Smith,Fail
LAB-01769,CMP-0138,hERG Cardiotoxicity Screen,32.5,% inhibition at 10uM,2023-06-05,Lisa Johnson,Pass
LAB-01770,CMP-0029,Metabolic Stability (Microsomal),65.5,min (t1/2),2026-08-12,Karen Mendez DDS,Pass
LAB-01771,CMP-0105,Pharmacokinetic (PK) Study,15.43,hours (t1/2),2023-05-07,Tammy Lee,Pass
LAB-01772,CMP-0053,Enzymatic Inhibition Assay,4.07,nM (IC50),2022-10-31,Jorge Hernandez,Pass
LAB-01773,CMP-0002,Selectivity Panel,95.6,% selectivity,2026-03-06,Daniel Murphy,Pass
LAB-01774,CMP-0046,Cell Viability Assay,15.8,% viability,2023-08-04,Teresa Adams,Pass
LAB-01775,CMP-0131,hERG Cardiotoxicity Screen,37.4,% inhibition at 10uM,2024-08-21,Hannah Arnold,Pass
LAB-01776,CMP-0079,Enzymatic Inhibition Assay,50.3,nM (IC50),2023-11-21,Kathleen Hunt,Pass
LAB-01777,CMP-0134,Binding Affinity (SPR),3.18,nM (Kd),2024-04-23,Christopher Mcdaniel,Fail
LAB-01778,CMP-0145,Cell Viability Assay,39.1,% viability,2026-04-05,James Silva,Pass
LAB-01779,CMP-0143,Binding Affinity (SPR),5.85,nM (Kd),2025-10-11,Robert Mckay,Pass
LAB-01780,CMP-0098,Binding Affinity (SPR),2.04,nM (Kd),2024-08-30,Jessica Burgess,Pass
LAB-01781,CMP-0132,Binding Affinity (SPR),0.46,nM (Kd),2025-12-22,Lisa Patterson,Fail
LAB-01782,CMP-0046,Pharmacokinetic (PK) Study,20.3,hours (t1/2),2024-12-24,Mark Brown,Pass
LAB-01783,CMP-0071,Selectivity Panel,64.7,% selectivity,2023-05-20,Jorge Matthews,Pass
LAB-01784,CMP-0057,Pharmacokinetic (PK) Study,11.19,hours (t1/2),2023-11-20,Maria Sanford,Pass
LAB-01785,CMP-0119,Enzymatic Inhibition Assay,2.19,nM (IC50),2024-02-14,Christopher Morris,Fail
LAB-01786,CMP-0074,Solubility Assay,0.16,mg/mL,2025-11-15,Benjamin Sandoval,Pass
LAB-01787,CMP-0113,Metabolic Stability (Microsomal),176.3,min (t1/2),2024-03-14,Barbara Flores,Pass
LAB-01788,CMP-0131,Selectivity Panel,81.2,% selectivity,2022-10-03,John Pope,Fail
LAB-01789,CMP-0067,Enzymatic Inhibition Assay,3.84,nM (IC50),2026-04-22,Janice Guzman,Pass
LAB-01790,CMP-0029,Pharmacokinetic (PK) Study,22.56,hours (t1/2),2024-10-26,Donald Franklin,Fail
LAB-01791,CMP-0095,Enzymatic Inhibition Assay,0.84,nM (IC50),2026-03-30,Angela Stafford,Pass
LAB-01792,CMP-0041,Cell Viability Assay,72.3,% viability,2024-05-25,Emily Flores,Fail
LAB-01793,CMP-0104,Binding Affinity (SPR),1.44,nM (Kd),2023-07-02,Kathleen Mooney,Pass
LAB-01794,CMP-0112,Solubility Assay,6.21,mg/mL,2024-05-25,Christopher Murphy,Pass
LAB-01795,CMP-0148,Solubility Assay,5.36,mg/mL,2024-03-29,Dominique Schneider,Pass
LAB-01796,CMP-0028,Cell Viability Assay,44.9,% viability,2026-02-18,Susan Mitchell DVM,Pass
LAB-01797,CMP-0065,Cell Viability Assay,88.7,% viability,2024-04-28,Tamara Williams,Pass
LAB-01798,CMP-0095,Metabolic Stability (Microsomal),116.2,min (t1/2),2025-04-16,Brandon Lang,Pass
LAB-01799,CMP-0125,Metabolic Stability (Microsomal),162.9,min (t1/2),2025-08-08,Paul Ross,Pass
LAB-01800,CMP-0066,Cell Viability Assay,64.4,% viability,2024-12-08,Logan Long,Pass
LAB-01801,CMP-0115,Selectivity Panel,89.1,% selectivity,2025-06-30,Samuel Coffey,Fail
LAB-01802,CMP-0021,Metabolic Stability (Microsomal),122.1,min (t1/2),2023-03-14,Luke Johnson,Fail
LAB-01803,CMP-0101,Selectivity Panel,47.8,% selectivity,2022-11-26,Brian Morris,Fail
LAB-01804,CMP-0105,Solubility Assay,13.77,mg/mL,2025-06-17,Christopher Lee,Fail
LAB-01805,CMP-0136,Binding Affinity (SPR),1.32,nM (Kd),2026-04-27,Steven Mayo,Pass
LAB-01806,CMP-0053,hERG Cardiotoxicity Screen,2.5,% inhibition at 10uM,2026-06-12,Debbie Glover,Fail
LAB-01807,CMP-0018,Pharmacokinetic (PK) Study,3.48,hours (t1/2),2023-02-26,Angela Murphy,Fail
LAB-01808,CMP-0029,Enzymatic Inhibition Assay,0.7,nM (IC50),2025-02-28,Debra Jackson,Pass
LAB-01809,CMP-0022,Cell Viability Assay,62.6,% viability,2023-04-07,Cameron Atkins,Pass
LAB-01810,CMP-0118,Selectivity Panel,79.3,% selectivity,2025-09-21,Tracy Gutierrez,Pass
LAB-01811,CMP-0106,Solubility Assay,3.88,mg/mL,2024-07-01,Joseph Lane,Fail
LAB-01812,CMP-0026,hERG Cardiotoxicity Screen,60.2,% inhibition at 10uM,2025-05-10,Erica Simon,Pass
LAB-01813,CMP-0099,Pharmacokinetic (PK) Study,22.74,hours (t1/2),2023-08-13,Edward Miller,Pass
LAB-01814,CMP-0058,Binding Affinity (SPR),1.89,nM (Kd),2024-12-11,Mary Moss,Fail
LAB-01815,CMP-0083,Selectivity Panel,38.3,% selectivity,2023-07-15,Wesley Brown,Pass
LAB-01816,CMP-0127,Binding Affinity (SPR),0.75,nM (Kd),2022-10-07,Robert Lopez,Pass
LAB-01817,CMP-0009,Selectivity Panel,47.4,% selectivity,2023-02-17,Kevin Rose,Pass
LAB-01818,CMP-0014,Metabolic Stability (Microsomal),14.4,min (t1/2),2026-02-22,Emily Gibson,Pass
LAB-01819,CMP-0093,Binding Affinity (SPR),2.48,nM (Kd),2023-04-30,Suzanne Robinson,Pass
LAB-01820,CMP-0107,Metabolic Stability (Microsomal),89.5,min (t1/2),2024-03-01,Shawna Palmer,Pass
LAB-01821,CMP-0130,Pharmacokinetic (PK) Study,11.7,hours (t1/2),2025-10-30,Donald Martin,Pass
LAB-01822,CMP-0137,Enzymatic Inhibition Assay,1.54,nM (IC50),2023-12-10,Mariah Thomas,Pass
LAB-01823,CMP-0144,Enzymatic Inhibition Assay,9.54,nM (IC50),2026-03-20,Cynthia Shannon,Fail
LAB-01824,CMP-0126,Selectivity Panel,70.9,% selectivity,2023-06-18,Matthew Chavez,Pass
LAB-01825,CMP-0039,Enzymatic Inhibition Assay,1.35,nM (IC50),2023-10-10,Angela Reynolds,Pass
LAB-01826,CMP-0141,Metabolic Stability (Microsomal),8.0,min (t1/2),2023-04-25,Katie Brown,Pass
LAB-01827,CMP-0091,Cell Viability Assay,34.0,% viability,2023-10-20,Matthew Dennis,Pass
LAB-01828,CMP-0110,Binding Affinity (SPR),6.15,nM (Kd),2024-05-26,James Wheeler,Fail
LAB-01829,CMP-0106,Enzymatic Inhibition Assay,13.98,nM (IC50),2024-10-30,Jeffrey Maldonado DDS,Pass
LAB-01830,CMP-0150,Metabolic Stability (Microsomal),20.8,min (t1/2),2026-07-19,Anthony Johnson,Pass
LAB-01831,CMP-0120,Pharmacokinetic (PK) Study,19.64,hours (t1/2),2023-10-11,Brian Perez,Pass
LAB-01832,CMP-0076,Binding Affinity (SPR),2.87,nM (Kd),2025-03-11,Jenna Garcia,Pass
LAB-01833,CMP-0056,Cell Viability Assay,45.9,% viability,2025-08-24,Debra Harris,Fail
LAB-01834,CMP-0093,hERG Cardiotoxicity Screen,20.2,% inhibition at 10uM,2025-11-08,Dwayne Carlson,Fail
LAB-01835,CMP-0083,Selectivity Panel,74.3,% selectivity,2025-08-24,Jonathan Graves,Pass
LAB-01836,CMP-0006,Enzymatic Inhibition Assay,3.02,nM (IC50),2024-08-14,Terry Allen,Pass
LAB-01837,CMP-0066,Selectivity Panel,66.8,% selectivity,2023-12-22,Cody Yoder,Pass
LAB-01838,CMP-0114,Metabolic Stability (Microsomal),129.4,min (t1/2),2023-04-13,John Cook,Fail
LAB-01839,CMP-0041,Solubility Assay,8.29,mg/mL,2023-06-04,Billy Shelton,Pass
LAB-01840,CMP-0119,Enzymatic Inhibition Assay,0.71,nM (IC50),2026-02-14,Tracy Aguilar,Pass
LAB-01841,CMP-0125,Cell Viability Assay,43.9,% viability,2024-08-30,Brian Fuentes,Pass
LAB-01842,CMP-0048,Solubility Assay,4.76,mg/mL,2024-12-24,Sara Fox MD,Pass
LAB-01843,CMP-0101,hERG Cardiotoxicity Screen,36.3,% inhibition at 10uM,2023-04-20,Eric Fitzgerald,Pass
LAB-01844,CMP-0090,hERG Cardiotoxicity Screen,3.3,% inhibition at 10uM,2024-07-09,Wanda Scott,Pass
LAB-01845,CMP-0111,Binding Affinity (SPR),2.73,nM (Kd),2024-08-28,Adam Gomez,Pass
LAB-01846,CMP-0019,Cell Viability Assay,54.8,% viability,2025-07-20,Patricia Vincent,Pass
LAB-01847,CMP-0039,Solubility Assay,10.02,mg/mL,2026-04-27,Ashley Jennings,Pass
LAB-01848,CMP-0012,Enzymatic Inhibition Assay,4.44,nM (IC50),2025-08-16,William Chase,Pass
LAB-01849,CMP-0041,Solubility Assay,7.6,mg/mL,2025-05-07,Jonathan Sanchez,Pass
LAB-01850,CMP-0008,Cell Viability Assay,64.6,% viability,2025-09-03,Heather Garner,Pass
LAB-01851,CMP-0097,Selectivity Panel,84.5,% selectivity,2023-06-28,Margaret Sheppard,Pass
LAB-01852,CMP-0033,Solubility Assay,5.1,mg/mL,2026-03-21,Stephanie Cole,Pass
LAB-01853,CMP-0134,Cell Viability Assay,5.3,% viability,2026-07-18,Deborah Shelton,Pass
LAB-01854,CMP-0137,Binding Affinity (SPR),1.02,nM (Kd),2026-04-06,Jason Mcknight,Fail
LAB-01855,CMP-0083,Solubility Assay,2.93,mg/mL,2023-12-13,Joseph Cooper,Pass
LAB-01856,CMP-0051,Cell Viability Assay,10.5,% viability,2025-02-28,Jesse Donaldson,Pass
LAB-01857,CMP-0041,Binding Affinity (SPR),0.47,nM (Kd),2025-11-17,Wayne Porter,Pass
LAB-01858,CMP-0062,Binding Affinity (SPR),1.04,nM (Kd),2025-06-14,Chris Levy,Pass
LAB-01859,CMP-0061,hERG Cardiotoxicity Screen,48.0,% inhibition at 10uM,2025-03-16,Elizabeth Roberts,Pass
LAB-01860,CMP-0067,Metabolic Stability (Microsomal),137.8,min (t1/2),2025-11-28,Andrew Campbell,Pass
LAB-01861,CMP-0053,Cell Viability Assay,92.8,% viability,2025-01-30,Eric Jordan,Pass
LAB-01862,CMP-0021,Selectivity Panel,75.4,% selectivity,2025-05-08,David Bell,Pass
LAB-01863,CMP-0073,Cell Viability Assay,65.8,% viability,2023-11-05,Mary Mack,Pass
LAB-01864,CMP-0092,hERG Cardiotoxicity Screen,64.5,% inhibition at 10uM,2023-05-02,Devin Ferrell,Pass
LAB-01865,CMP-0035,Solubility Assay,6.44,mg/mL,2023-07-02,Angela Robinson,Pass
LAB-01866,CMP-0050,Cell Viability Assay,81.5,% viability,2024-08-08,Robert Walsh,Fail
LAB-01867,CMP-0116,Selectivity Panel,77.1,% selectivity,2024-05-26,Annette Green,Fail
LAB-01868,CMP-0140,Metabolic Stability (Microsomal),25.6,min (t1/2),2023-12-02,Justin Shelton,Pass
LAB-01869,CMP-0016,hERG Cardiotoxicity Screen,99.7,% inhibition at 10uM,2024-01-01,Melinda Gonzalez,Pass
LAB-01870,CMP-0073,Cell Viability Assay,25.7,% viability,2023-04-04,Elizabeth Miller,Fail
LAB-01871,CMP-0134,hERG Cardiotoxicity Screen,2.4,% inhibition at 10uM,2024-12-23,Kimberly Bennett,Fail
LAB-01872,CMP-0110,Pharmacokinetic (PK) Study,21.58,hours (t1/2),2026-03-19,Charles Ramos,Pass
LAB-01873,CMP-0066,Binding Affinity (SPR),0.84,nM (Kd),2023-12-19,Michelle Mcdonald,Pass
LAB-01874,CMP-0082,Enzymatic Inhibition Assay,6.78,nM (IC50),2024-06-03,Jason Johnson,Pass
LAB-01875,CMP-0058,Pharmacokinetic (PK) Study,23.79,hours (t1/2),2024-12-12,Jennifer Campos,Pass
LAB-01876,CMP-0044,Metabolic Stability (Microsomal),7.5,min (t1/2),2025-03-04,David Hunt,Pass
LAB-01877,CMP-0023,Enzymatic Inhibition Assay,16.32,nM (IC50),2023-03-22,Krystal Carter,Pass
LAB-01878,CMP-0105,Cell Viability Assay,39.0,% viability,2025-09-24,Jamie Smith,Fail
LAB-01879,CMP-0086,Binding Affinity (SPR),3.79,nM (Kd),2025-12-09,Julia Brown,Pass
LAB-01880,CMP-0079,Solubility Assay,3.19,mg/mL,2022-12-06,Marie Cook,Pass
LAB-01881,CMP-0057,Solubility Assay,2.12,mg/mL,2023-02-07,John Rivera,Pass
LAB-01882,CMP-0061,Solubility Assay,2.51,mg/mL,2022-12-15,Megan Stevenson,Pass
LAB-01883,CMP-0080,Selectivity Panel,43.1,% selectivity,2022-12-04,Charles Yang,Pass
LAB-01884,CMP-0101,Pharmacokinetic (PK) Study,22.11,hours (t1/2),2024-09-10,Michael Phelps,Pass
LAB-01885,CMP-0098,hERG Cardiotoxicity Screen,2.4,% inhibition at 10uM,2023-12-01,William Smith,Fail
LAB-01886,CMP-0126,hERG Cardiotoxicity Screen,1.5,% inhibition at 10uM,2024-08-26,Ashley Smith,Pass
LAB-01887,CMP-0070,Solubility Assay,4.7,mg/mL,2025-02-15,Brent Harris,Pass
LAB-01888,CMP-0010,Enzymatic Inhibition Assay,3.39,nM (IC50),2024-08-09,Jill Brown,Fail
LAB-01889,CMP-0111,hERG Cardiotoxicity Screen,81.4,% inhibition at 10uM,2023-03-14,William Wilkins,Pass
LAB-01890,CMP-0149,Pharmacokinetic (PK) Study,4.3,hours (t1/2),2026-01-28,Samantha Maldonado,Pass
LAB-01891,CMP-0150,Pharmacokinetic (PK) Study,5.59,hours (t1/2),2026-02-23,Jessica Fields,Pass
LAB-01892,CMP-0090,hERG Cardiotoxicity Screen,69.6,% inhibition at 10uM,2023-06-14,Mary Jackson,Fail
LAB-01893,CMP-0129,Pharmacokinetic (PK) Study,2.7,hours (t1/2),2025-09-04,Karen Roberts,Pass
LAB-01894,CMP-0049,Pharmacokinetic (PK) Study,14.18,hours (t1/2),2025-05-19,Katherine Contreras,Fail
LAB-01895,CMP-0011,Cell Viability Assay,29.4,% viability,2024-04-11,Ashley Butler,Fail
LAB-01896,CMP-0051,Solubility Assay,1.6,mg/mL,2024-05-30,Jim Elliott,Pass
LAB-01897,CMP-0112,Selectivity Panel,4.6,% selectivity,2022-10-04,Matthew Barry,Pass
LAB-01898,CMP-0033,Pharmacokinetic (PK) Study,10.51,hours (t1/2),2025-03-11,Terry Estes,Fail
LAB-01899,CMP-0129,Enzymatic Inhibition Assay,2.31,nM (IC50),2024-08-01,Destiny Holden,Pass
LAB-01900,CMP-0062,Solubility Assay,3.62,mg/mL,2024-02-22,Kathy Bailey,Fail
LAB-01901,CMP-0139,Selectivity Panel,91.1,% selectivity,2025-07-15,Arthur Rios,Pass
LAB-01902,CMP-0113,Pharmacokinetic (PK) Study,4.52,hours (t1/2),2024-02-13,Gina Espinoza,Pass
LAB-01903,CMP-0106,Cell Viability Assay,60.0,% viability,2025-11-09,Phillip Turner,Pass
LAB-01904,CMP-0032,Metabolic Stability (Microsomal),121.5,min (t1/2),2024-04-15,Maria Bennett,Pass
LAB-01905,CMP-0148,Pharmacokinetic (PK) Study,17.68,hours (t1/2),2024-08-06,Laura Pennington,Pass
LAB-01906,CMP-0142,Solubility Assay,1.7,mg/mL,2025-10-24,Beverly Nguyen,Fail
LAB-01907,CMP-0056,Solubility Assay,1.16,mg/mL,2026-07-13,Luis Powell,Pass
LAB-01908,CMP-0108,hERG Cardiotoxicity Screen,35.0,% inhibition at 10uM,2022-11-22,Caitlin Davis,Pass
LAB-01909,CMP-0094,hERG Cardiotoxicity Screen,64.7,% inhibition at 10uM,2023-02-20,Karen Wolf,Pass
LAB-01910,CMP-0131,Pharmacokinetic (PK) Study,16.64,hours (t1/2),2026-08-20,Morgan Young,Pass
LAB-01911,CMP-0113,Selectivity Panel,25.5,% selectivity,2026-04-23,Steven Campos,Pass
LAB-01912,CMP-0123,Cell Viability Assay,13.7,% viability,2024-05-23,Logan Wilson,Pass
LAB-01913,CMP-0082,Enzymatic Inhibition Assay,4.46,nM (IC50),2026-02-05,Phillip Obrien,Fail
LAB-01914,CMP-0050,Cell Viability Assay,79.4,% viability,2026-01-27,Erica Hale,Pass
LAB-01915,CMP-0035,Metabolic Stability (Microsomal),148.3,min (t1/2),2024-03-22,Laura Gonzalez MD,Pass
LAB-01916,CMP-0094,Binding Affinity (SPR),0.59,nM (Kd),2024-06-17,Curtis Martin,Pass
LAB-01917,CMP-0069,Cell Viability Assay,9.7,% viability,2025-12-19,Cheryl Perkins,Pass
LAB-01918,CMP-0129,Binding Affinity (SPR),1.71,nM (Kd),2025-03-24,Christina Patrick,Pass
LAB-01919,CMP-0041,Binding Affinity (SPR),4.57,nM (Kd),2026-04-14,Jason Payne,Pass
LAB-01920,CMP-0140,hERG Cardiotoxicity Screen,51.9,% inhibition at 10uM,2023-01-01,Nicholas Bartlett,Fail
LAB-01921,CMP-0112,Cell Viability Assay,67.1,% viability,2025-04-12,Ronnie Hudson MD,Pass
LAB-01922,CMP-0051,Selectivity Panel,68.4,% selectivity,2024-02-14,Kristin Taylor,Pass
LAB-01923,CMP-0149,Cell Viability Assay,7.9,% viability,2022-12-25,James Jones,Pass
LAB-01924,CMP-0011,Metabolic Stability (Microsomal),32.3,min (t1/2),2023-01-10,Elizabeth Wilson,Fail
LAB-01925,CMP-0071,Solubility Assay,2.43,mg/mL,2023-08-20,Erin Walker,Pass
LAB-01926,CMP-0036,Enzymatic Inhibition Assay,3.39,nM (IC50),2026-06-22,Danielle Warner,Pass
LAB-01927,CMP-0117,Solubility Assay,8.2,mg/mL,2022-12-26,Tracy Jones,Pass
LAB-01928,CMP-0062,Metabolic Stability (Microsomal),150.8,min (t1/2),2025-01-05,Tara Porter,Pass
LAB-01929,CMP-0136,Solubility Assay,0.74,mg/mL,2024-04-22,Michael Rodriguez,Fail
LAB-01930,CMP-0113,Solubility Assay,0.76,mg/mL,2024-08-05,Deborah Johnson,Pass
LAB-01931,CMP-0065,Selectivity Panel,34.7,% selectivity,2024-01-24,George Hubbard,Pass
LAB-01932,CMP-0047,Cell Viability Assay,53.9,% viability,2023-04-09,Morgan Glass,Fail
LAB-01933,CMP-0116,Selectivity Panel,82.1,% selectivity,2025-05-13,Cynthia Jones,Pass
LAB-01934,CMP-0096,Metabolic Stability (Microsomal),67.8,min (t1/2),2026-07-03,Michele Cannon,Pass
LAB-01935,CMP-0092,hERG Cardiotoxicity Screen,68.4,% inhibition at 10uM,2022-11-08,Dr. Linda Salazar,Fail
LAB-01936,CMP-0133,Metabolic Stability (Microsomal),97.9,min (t1/2),2023-01-13,Theresa Nelson,Pass
LAB-01937,CMP-0029,Metabolic Stability (Microsomal),5.2,min (t1/2),2022-11-17,Jordan Santos,Fail
LAB-01938,CMP-0115,Cell Viability Assay,19.3,% viability,2024-06-09,Samuel Mata,Fail
LAB-01939,CMP-0018,hERG Cardiotoxicity Screen,42.0,% inhibition at 10uM,2022-10-19,Raymond Shepherd,Pass
LAB-01940,CMP-0010,Solubility Assay,4.9,mg/mL,2024-11-05,Melanie Rojas,Fail
LAB-01941,CMP-0079,Metabolic Stability (Microsomal),53.7,min (t1/2),2024-12-02,Ralph Dominguez,Fail
LAB-01942,CMP-0134,Metabolic Stability (Microsomal),5.3,min (t1/2),2024-06-06,Chad Kim,Pass
LAB-01943,CMP-0025,hERG Cardiotoxicity Screen,81.3,% inhibition at 10uM,2026-04-19,Mrs. Cheryl Kim,Pass
LAB-01944,CMP-0039,Selectivity Panel,20.0,% selectivity,2022-12-11,Kevin Perez,Pass
LAB-01945,CMP-0102,Pharmacokinetic (PK) Study,12.03,hours (t1/2),2025-09-13,Rebecca Bradley,Fail
LAB-01946,CMP-0121,Metabolic Stability (Microsomal),36.9,min (t1/2),2026-09-03,Nathan Hess,Pass
LAB-01947,CMP-0037,Selectivity Panel,67.4,% selectivity,2023-01-07,Christopher Williams,Fail
LAB-01948,CMP-0081,hERG Cardiotoxicity Screen,58.6,% inhibition at 10uM,2024-02-10,Dana Carter,Pass
LAB-01949,CMP-0061,hERG Cardiotoxicity Screen,8.5,% inhibition at 10uM,2025-02-18,Bryan Jones,Pass
LAB-01950,CMP-0082,Selectivity Panel,95.1,% selectivity,2023-09-18,Kathleen Moss,Pass
LAB-01951,CMP-0106,Enzymatic Inhibition Assay,30.4,nM (IC50),2024-02-21,Connie Marquez,Fail
LAB-01952,CMP-0129,hERG Cardiotoxicity Screen,88.8,% inhibition at 10uM,2026-06-23,Eileen Valdez,Pass
LAB-01953,CMP-0044,Selectivity Panel,51.7,% selectivity,2024-10-26,Michael Gordon,Fail
LAB-01954,CMP-0072,hERG Cardiotoxicity Screen,17.3,% inhibition at 10uM,2022-12-05,Michele Howell,Pass
LAB-01955,CMP-0141,Selectivity Panel,70.7,% selectivity,2023-10-31,Chad Daugherty,Pass
LAB-01956,CMP-0013,Binding Affinity (SPR),3.96,nM (Kd),2023-08-20,Christine Watson,Fail
LAB-01957,CMP-0126,hERG Cardiotoxicity Screen,27.1,% inhibition at 10uM,2025-12-22,William Hale,Pass
LAB-01958,CMP-0092,Cell Viability Assay,93.8,% viability,2025-04-23,Brian Porter,Pass
LAB-01959,CMP-0116,Solubility Assay,0.13,mg/mL,2022-11-06,James Wilcox,Pass
LAB-01960,CMP-0065,Metabolic Stability (Microsomal),114.2,min (t1/2),2023-01-19,Leonard Simpson,Pass
LAB-01961,CMP-0074,Selectivity Panel,48.3,% selectivity,2026-02-28,Andrew Harris,Pass
LAB-01962,CMP-0051,Cell Viability Assay,63.3,% viability,2023-06-14,Anthony Torres,Pass
LAB-01963,CMP-0117,Enzymatic Inhibition Assay,0.77,nM (IC50),2024-11-16,Alexander Franklin,Pass
LAB-01964,CMP-0148,Pharmacokinetic (PK) Study,22.11,hours (t1/2),2026-04-14,Susan Patrick,Pass
LAB-01965,CMP-0142,Pharmacokinetic (PK) Study,16.45,hours (t1/2),2025-01-27,Glenda Calderon,Pass
LAB-01966,CMP-0039,Pharmacokinetic (PK) Study,20.01,hours (t1/2),2024-06-12,Nicholas Moss,Pass
LAB-01967,CMP-0096,Enzymatic Inhibition Assay,22.75,nM (IC50),2022-12-10,James Griffith,Pass
LAB-01968,CMP-0040,Metabolic Stability (Microsomal),159.2,min (t1/2),2025-06-03,Teresa Ford,Pass
LAB-01969,CMP-0141,Solubility Assay,0.54,mg/mL,2024-12-31,Kelly Martin,Fail
LAB-01970,CMP-0110,hERG Cardiotoxicity Screen,44.1,% inhibition at 10uM,2024-03-27,Tammy Anderson,Pass
LAB-01971,CMP-0149,Cell Viability Assay,21.3,% viability,2022-10-10,Tiffany Miller,Pass
LAB-01972,CMP-0063,Pharmacokinetic (PK) Study,18.24,hours (t1/2),2023-09-17,Gail Foster,Pass
LAB-01973,CMP-0045,Pharmacokinetic (PK) Study,2.93,hours (t1/2),2025-03-04,Matthew Patton,Pass
LAB-01974,CMP-0097,Solubility Assay,1.46,mg/mL,2025-12-13,Becky Carroll,Pass
LAB-01975,CMP-0033,hERG Cardiotoxicity Screen,56.6,% inhibition at 10uM,2023-12-30,Christopher Ford,Pass
LAB-01976,CMP-0130,Solubility Assay,3.23,mg/mL,2024-06-21,Vincent Castillo,Fail
LAB-01977,CMP-0068,Solubility Assay,1.78,mg/mL,2026-02-01,Anthony Mcmillan,Pass
LAB-01978,CMP-0024,Enzymatic Inhibition Assay,1.57,nM (IC50),2023-10-26,Emily Brown,Fail
LAB-01979,CMP-0120,hERG Cardiotoxicity Screen,8.6,% inhibition at 10uM,2023-06-07,Desiree Booth,Pass
LAB-01980,CMP-0095,Selectivity Panel,98.0,% selectivity,2023-03-22,Bridget Williamson,Pass
LAB-01981,CMP-0084,Pharmacokinetic (PK) Study,17.5,hours (t1/2),2022-11-29,Andrew Cohen,Fail
LAB-01982,CMP-0087,Pharmacokinetic (PK) Study,8.51,hours (t1/2),2026-02-25,Amanda Love,Pass
LAB-01983,CMP-0113,Binding Affinity (SPR),0.62,nM (Kd),2022-12-15,Deanna Scott,Pass
LAB-01984,CMP-0077,Cell Viability Assay,93.8,% viability,2025-06-04,Heather Higgins,Pass
LAB-01985,CMP-0028,Cell Viability Assay,54.5,% viability,2025-02-10,Billy Wallace,Fail
LAB-01986,CMP-0089,Pharmacokinetic (PK) Study,17.51,hours (t1/2),2024-10-03,Gabriel Watson,Pass
LAB-01987,CMP-0143,Selectivity Panel,45.7,% selectivity,2026-01-01,Martin Liu,Pass
LAB-01988,CMP-0117,Solubility Assay,5.52,mg/mL,2023-04-14,Richard Rogers,Fail
LAB-01989,CMP-0097,Selectivity Panel,94.9,% selectivity,2024-05-05,Julie Beltran,Pass
LAB-01990,CMP-0070,Solubility Assay,3.04,mg/mL,2025-03-13,Andrew Conrad,Fail
